id,state,type,provider_id,provider_type,name,road_name,reported_location,locality,direction_of_travel,heavy_vehicle_area,paved,toilet,disabled_toilet,lighting,shelter,water,bin,table_or_chair,bbq,shade,power,off_the_road,waste_water,comments,latitude,longitude,dt_created,geom
1448,"TAS","Formal","43","Lookouts","Scenic Lookout","Lake Secondary Road",,"Liffey",,"N",,"N",,,,,"N","N","N",,,,,"Gravel Carpark",-41.710512309999999,146.72884529999999,2022-07-04 15:34:14.2700000,POINT (146.7288453 -41.71051231)
1464,"TAS","Formal","44","Lookouts","Geological feature","East Derwent Highway",,"Old Beach",,"N",,"N",,,,,"N","N","N",,,,,"Gravel Carpark",-42.783810389999999,147.28748809999999,2022-07-04 15:34:14.2700000,POINT (147.2874881 -42.78381039)
1480,"TAS","Formal","45","Lookouts","Spiky Bridge","Tasman Highway",,"Swansea",,"N",,"N",,,,,"N","N","N",,,,,"Off road gravel surfaces  Carpark",-42.186094650000001,148.0671116,2022-07-04 15:34:14.2700000,POINT (148.0671116 -42.18609465)
1493,"TAS","Formal","46","Lookouts","Cradle Mountain Development Road Viewpoint","Cradle Mountain Development Road",,"Middlesex",,"N",,"N",,,,,"N","N","N",,,,,"Sealed & Gravel Carpark",-41.539575050000003,145.8682488,2022-07-04 15:34:14.2700000,POINT (145.8682488 -41.53957505)
1507,"TAS","Formal","47","Lookouts","Lake Murchison Lookout","Anthony Main Road",,"West Coast",,"N",,"N",,,,,"N","N","N",,,,,"No formal carpark but sufficient space exists for 3 cars",-41.784159260000003,145.63287790000001,2022-07-04 15:34:14.2700000,POINT (145.6328779 -41.78415926)
1524,"TAS","Formal","48","Lookouts","Mole Creek Main Road View Field","Mole Creek Main Road",,"Deloraine",,"N",,"N",,,,,"N","N","N",,,,,"Gravel Carpark",-41.519314369999996,146.6398519,2022-07-04 15:34:14.2700000,POINT (146.6398519 -41.51931437)
1540,"TAS","Formal","49","Rest Area","Bridgewater Bridge","Midland Hwy",,"Bridgewater",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-42.743801789999999,147.22529800000001,2022-07-04 15:34:14.2700000,POINT (147.225298 -42.74380179)
1578,"TAS","Formal","5","Heavy Vehicle Parking Areas",,"Midland Highway",,"Campbell Town Weighbridge","Southbound","Y",,"N",,,,,"N","N","N",,,,,,-41.88425058,147.4670706,2022-07-04 15:34:14.2700000,POINT (147.4670706 -41.88425058)
1579,"TAS","Formal","50","Rest Area",,"Midland Hwy",,"Jericho",,"N",,"N",,,,,"Y","N","N",,,,,"Car park Unsealed",-42.414388119999998,147.26159569999999,2022-07-04 15:34:14.2700000,POINT (147.2615957 -42.41438812)
1596,"TAS","Formal","51","Rest Area",,"Midland Hwy",,"Jericho",,"N",,"N",,,,,"Y","N","N",,,,,"Car park Sealed",-42.406242910000003,147.26159150000001,2022-07-04 15:34:14.2700000,POINT (147.2615915 -42.40624291)
1610,"TAS","Formal","52","Rest Area",,"Midland Hwy",,"Oatlands",,"N",,"N",,,,,"Y","N","N",,,,,"Car park Unsealed",-42.279941710000003,147.39068750000001,2022-07-04 15:34:14.2700000,POINT (147.3906875 -42.27994171)
1624,"TAS","Formal","53","Rest Area",,"Midland Hwy",,"Oatlands",,"N",,"N",,,,,"Y","N","N",,,,,"Car park Sealed",-42.278404000000002,147.39095699999999,2022-07-04 15:34:14.2700000,POINT (147.390957 -42.278404)
1637,"TAS","Formal","54","Rest Area","St Peters Pass","Midland Hwy",,"Oatlands",,"N",,"Y",,,,,"Y","Y","Y",,,,,"Car park Sealed",-42.242573440000001,147.40497880000001,2022-07-04 15:34:14.2700000,POINT (147.4049788 -42.24257344)
1652,"TAS","Formal","55","Rest Area",,"Midland Hwy",,"Campbell Town",,"N",,"N",,,,,"Y","N","N",,,,,"Car park Sealed",-41.941212610000001,147.4912841,2022-07-04 15:34:14.2700000,POINT (147.4912841 -41.94121261)
1673,"TAS","Formal","56","Rest Area",,"Midland Hwy",,"Campbell Town",,"N",,"N",,,,,"N","N","N",,,,,"Car park Sealed",-41.88443616,147.4672066,2022-07-04 15:34:14.2700000,POINT (147.4672066 -41.88443616)
1693,"TAS","Formal","57","Rest Area","Conara","Midland Hwy",,"Conara",,"N",,"N",,,,,"Y","Y","Y",,,,,"Car park Unsealed",-41.829815320000002,147.44115479999999,2022-07-04 15:34:14.2700000,POINT (147.4411548 -41.82981532)
1710,"TAS","Formal","58","Rest Area",,"Midland Hwy",,"Epping Forest",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-41.759341679999999,147.35075470000001,2022-07-04 15:34:14.2700000,POINT (147.3507547 -41.75934168)
1724,"TAS","Formal","59","Rest Area",,"Midland Hwy",,"Epping Forest",,"N",,"N",,,,,"N","N","N",,,,,"Car park Sealed",-41.759433600000001,147.35062149999999,2022-07-04 15:34:14.2700000,POINT (147.3506215 -41.7594336)
1759,"TAS","Formal","6","Heavy Vehicle Parking Areas",,"Tasman Highway",,"Airport","Eastbound","Y",,"N",,,,,"N","N","N",,,,,,-42.83151033,147.49000000000001,2022-07-04 15:34:14.2700000,POINT (147.49 -42.83151033)
1760,"TAS","Formal","60","Rest Area",,"Tasman Hwy",,"Cambridge",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-42.831428690000003,147.48998990000001,2022-07-04 15:34:14.2700000,POINT (147.4899899 -42.83142869)
1775,"TAS","Formal","61","Rest Area",,"Huon Hwy",,"Lower Longley",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-42.981917330000002,147.17437079999999,2022-07-04 15:34:14.2700000,POINT (147.1743708 -42.98191733)
1788,"TAS","Formal","62","Rest Area",,"Huon Hwy",,"Lower Longley",,"N",,"N",,,,,"N","N","N",,,,,"Car park Sealed",-42.977018139999998,147.1547711,2022-07-04 15:34:14.2700000,POINT (147.1547711 -42.97701814)
1802,"TAS","Formal","63","Rest Area",,"Southern Outlet Hwy",,"Kingston",,"N",,"N",,,,,"N","N","N",,,,,"Car park Sealed",-42.948793459999997,147.31148949999999,2022-07-04 15:34:14.2700000,POINT (147.3114895 -42.94879346)
1816,"TAS","Formal","64","Rest Area",,"Southern Outlet Hwy",,"Kingston",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-42.958458589999999,147.31245319999999,2022-07-04 15:34:14.2700000,POINT (147.3124532 -42.95845859)
1830,"TAS","Formal","65","Rest Area",,"Lyell Hwy",,"Plenty",,"N",,"N",,,,,"N","N","N",,,,,"Car park Sealed",-42.746933519999999,146.98669229999999,2022-07-04 15:34:14.2700000,POINT (146.9866923 -42.74693352)
1844,"TAS","Formal","66","Rest Area",,"Lyell Hwy",,"Hamilton",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-42.595125920000001,146.88433670000001,2022-07-04 15:34:14.2700000,POINT (146.8843367 -42.59512592)
1859,"TAS","Formal","67","Rest Area",,"Lyell Hwy",,"Ouse",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-42.463986480000003,146.68461619999999,2022-07-04 15:34:14.2700000,POINT (146.6846162 -42.46398648)
1872,"TAS","Formal","68","Rest Area",,"Lyell Hwy",,"Bronte Park",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-42.179984480000002,146.50157590000001,2022-07-04 15:34:14.2700000,POINT (146.5015759 -42.17998448)
1887,"TAS","Formal","69","Rest Area",,"Lyell Hwy",,"Derwent Bridge",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-42.11499912,146.2864008,2022-07-04 15:34:14.2700000,POINT (146.2864008 -42.11499912)
1923,"TAS","Formal","7","Heavy Vehicle Parking Areas",,"Huon Highway",,"Vinces Saddle","Southbound","Y",,"N",,,,,"N","N","N",,,,,,-42.977020510000003,147.15477369999999,2022-07-04 15:34:14.2700000,POINT (147.1547737 -42.97702051)
1924,"TAS","Formal","70","Rest Area",,"Lyell Hwy",,"Derwent Bridge",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-42.128107059999998,146.23784900000001,2022-07-04 15:34:14.2700000,POINT (146.237849 -42.12810706)
1939,"TAS","Formal","71","Rest Area",,"Bass Hwy",,"Deloraine",,"N",,"N",,,,,"N","N","N",,,,,"Car park Sealed",-41.519018010000003,146.6972495,2022-07-04 15:34:14.2700000,POINT (146.6972495 -41.51901801)
1958,"TAS","Formal","72","Rest Area","Parramatta Creek Rest Area","Bass Hwy",,"Sassafras",,"N",,"Y",,,,,"Y","Y","Y",,,,,"Car park Sealed",-41.330242910000003,146.53034679999999,2022-07-04 15:34:14.2700000,POINT (146.5303468 -41.33024291)
1974,"TAS","Formal","73","Rest Area",,"Batman Hwy",,"Hillwood",,"N",,"Y",,,,,"N","N","N",,,,,"Car park Sealed",-41.214010610000003,146.9170647,2022-07-04 15:34:14.2700000,POINT (146.9170647 -41.21401061)
1987,"TAS","Formal","74","Rest Area","Fossey River Rest Area","Murchison Highway",,"Guildford",,"N",,"Y",,,,,"Y","Y","N",,,,,"Car park Unsealed",-41.451002610000003,145.6212089,2022-07-04 15:34:14.2700000,POINT (145.6212089 -41.45100261)
2004,"TAS","Formal","75","Rest Area","Hellyer Gorge Rest Area","Murchison Highway",,"Parrawe",,"N",,"Y",,,,,"Y","Y","N",,,,,"Car park Sealed",-41.273435220000003,145.61522629999999,2022-07-04 15:34:14.2700000,POINT (145.6152263 -41.27343522)
2021,"TAS","Formal","76","Rest Area",,"Bridport MR",,"Bridport",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-41.019091580000001,147.40336809999999,2022-07-04 15:34:14.2700000,POINT (147.4033681 -41.01909158)
2036,"TAS","Formal","77","Rest Area",,"Bridport MR",,"Bridport",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-41.018842640000003,147.39612299999999,2022-07-04 15:34:14.2700000,POINT (147.396123 -41.01884264)
2053,"TAS","Formal","78","Rest Area",,"Poatina MR",,"Central Plateau",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-41.81495864,146.85339500000001,2022-07-04 15:34:14.2700000,POINT (146.853395 -41.81495864)
2067,"TAS","Formal","79","Rest Area",,"Poatina MR",,"Poatina",,"N",,"N",,,,,"N","N","N",,,,,"Car park Sealed",-41.802863090000002,146.95142290000001,2022-07-04 15:34:14.2700000,POINT (146.9514229 -41.80286309)
2105,"TAS","Formal","8","Heavy Vehicle Parking Areas",,"Huon Highway",,"Vinces Saddle","Northbound","Y",,"N",,,,,"N","N","N",,,,,,-42.975828300000003,147.15727530000001,2022-07-04 15:34:14.2700000,POINT (147.1572753 -42.9758283)
2106,"TAS","Formal","80","Rest Area",,"Meander Valley SR",,"Westbury",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-41.527826300000001,146.805476,2022-07-04 15:34:14.2700000,POINT (146.805476 -41.5278263)
2121,"TAS","Formal","81","Rest Area",,"Lake SR",,"Steppes",,"N",,"N",,,,,"N","N","N",,,,,"Car park Unsealed",-42.028745739999998,146.82189299999999,2022-07-04 15:34:14.2700000,POINT (146.821893 -42.02874574)
2281,"TAS","Formal","9","Heavy Vehicle Parking Areas",,"Southern Outlet Hwy",,"Near Kingston","Northbound","Y",,"N",,,,,"N","N","N",,,,,,-42.947096000000002,147.30998170000001,2022-07-04 15:34:14.2700000,POINT (147.3099817 -42.947096)
4957,"QLD","Formal","1","RA",,,"2.2km N Chermside PO","Chermside PO",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.372599999999998,153.023,2022-07-08 03:42:50.9870000,POINT (153.023 -27.3726)
4958,"QLD","Formal","10","RA",,,"0.5km S Yandina","Yandina",,"N",,"Y","N",,"N","Y",,"Y",,,,,,"South Maroochy River",-26.5655,152.95599999999999,2022-07-08 03:42:50.9870000,POINT (152.956 -26.5655)
4959,"QLD","Formal","100","RA",,,"0.8km N Atherton","Atherton","Left","N",,"Y","N",,"Y","Y",,"Y",,,,,,,-17.261500000000002,145.477,2022-07-08 03:42:50.9870000,POINT (145.477 -17.2615)
4960,"QLD","Formal","1000","RA",,,"0.1km S Bauple","Bauple",,"N",,"N","N",,"Y","N",,"Y",,,,,,"Main St",-25.812515999999999,152.61910900000001,2022-07-08 03:42:50.9870000,POINT (152.619109 -25.812516)
4961,"VIC","Formal","1000001","SERVICE CENTRE","Point Cook Road Freeway Exit Service Centre","PRINCES HIGHWAY WEST",,"ALTONA MEADOWS","WESTBOUND","N",,"Y","Y","Y",,"Y","Y","N","N","Y",,,,"20 4M X 2M Individual Car Spaces",-37.869199999999999,144.76217,2022-07-08 03:42:50.9870000,POINT (144.76217 -37.8692)
4962,"VIC","Formal","1000002","SERVICE CENTRE","Geelong Road Freeway Exit Service Centre","PRINCES HIGHWAY WEST",,"WERRIBEE","EASTBOUND","N",,"Y","Y","Y",,"Y","Y","N","N","N",,,,"No Comments",-37.927681,144.63038599999999,2022-07-08 03:42:50.9870000,POINT (144.630386 -37.927681)
4963,"VIC","Formal","1000003","SERVICE CENTRE","Little River Service Centre Geelong Bound","PRINCES HIGHWAY WEST",,"AVALON","WESTBOUND","N",,"Y","Y","Y",,"Y","Y","Y","Y","Y",,,,"No Comments",-38.002547999999997,144.492355,2022-07-08 03:42:50.9870000,POINT (144.492355 -38.002548)
4964,"VIC","Formal","1000004","SERVICE CENTRE","Little River Service Centre Melbourne Bound","PRINCES HIGHWAY WEST",,"LITTLE RIVER","EASTBOUND","N",,"Y","Y","Y",,"Y","Y","Y","Y","Y",,,,"No Comments",-38.001475999999997,144.49232499999999,2022-07-08 03:42:50.9870000,POINT (144.492325 -38.001476)
4965,"VIC","Formal","1000005","CARS ONLY","Eastern View","GREAT OCEAN ROAD",,"MOGGS CREEK","WESTBOUND","N",,"N","N","N",,"Y","Y","N","N","N",,,,"No Comments",-38.469948000000002,144.05818199999999,2022-07-08 03:42:50.9870000,POINT (144.058182 -38.469948)
4966,"VIC","Formal","1000006","CARS ONLY","Eastern View 2","GREAT OCEAN ROAD",,"MOGGS CREEK","WESTBOUND","N",,"N","N","N",,"Y","Y","N","N","N",,,,"No Comments",-38.470210999999999,144.056229,2022-07-08 03:42:50.9870000,POINT (144.056229 -38.470211)
4967,"VIC","Formal","1000007","CARS ONLY","Eastern View 3","GREAT OCEAN ROAD",,"EASTERN VIEW","WESTBOUND","N",,"N","N","N",,"Y","Y","N","N","N",,,,"No Comments",-38.470554,144.05342099999999,2022-07-08 03:42:50.9870000,POINT (144.053421 -38.470554)
4968,"VIC","Formal","1000008","SCENIC LOOKOUT","Great Ocean Road Memorial Arch","GREAT OCEAN ROAD",,"EASTERN VIEW","WESTBOUND","N",,"N","N","N",,"Y","Y","N","N","N",,,,"1 Bus Space",-38.471828000000002,144.04512,2022-07-08 03:42:50.9870000,POINT (144.04512 -38.471828)
4969,"VIC","Formal","1000009","CARS ONLY","Sprout Creek","GREAT OCEAN ROAD",,"EASTERN VIEW","WESTBOUND","N",,"N","N","N",,"Y","Y","N","N","N",,,,"No Comments",-38.475169999999999,144.03675799999999,2022-07-08 03:42:50.9870000,POINT (144.036758 -38.47517)
4970,"VIC","Formal","1000010","CARS ONLY","Sprout Creek 2","GREAT OCEAN ROAD",,"EASTERN VIEW","WESTBOUND","N",,"N","N","N",,"Y","Y","N","N","N",,,,"Beach Erosion Washing Car Park Away",-38.477299000000002,144.03402700000001,2022-07-08 03:42:50.9870000,POINT (144.034027 -38.477299)
4971,"VIC","Formal","1000011","PICNIC AREA","North Lorne","GREAT OCEAN ROAD",,"LORNE","WESTBOUND","N",,"N","N","N",,"Y","Y","Y","Y","Y",,,,"No Defined Car Spaces",-38.526282999999999,143.984512,2022-07-08 03:42:50.9870000,POINT (143.984512 -38.526283)
4972,"VIC","Formal","1000012","PICNIC AREA","Grey River","GREAT OCEAN ROAD",,"GREY RIVER","WESTBOUND","N",,"Y","N","N",,"N","N","Y","Y","Y",,,,"No Individual Car Spaces",-38.683250000000001,143.83947800000001,2022-07-08 03:42:50.9870000,POINT (143.839478 -38.68325)
4973,"VIC","Formal","1000013","SCENIC LOOKOUT","Carisbrook Falls","GREAT OCEAN ROAD",,"WONGARRA","EASTBOUND","N",,"N","N","N",,"N","N","N","N","N",,,,"No Comments",-38.691906000000003,143.80957000000001,2022-07-08 03:42:50.9870000,POINT (143.80957 -38.691906)
4974,"VIC","Formal","1000014","SCENIC LOOKOUT","Maits Rest","GREAT OCEAN ROAD",,"CAPE OTWAY","WESTBOUND","N",,"N","N","N",,"N","N","N","N","Y",,,,"No Comments",-38.755844000000003,143.55458100000001,2022-07-08 03:42:50.9870000,POINT (143.554581 -38.755844)
4975,"VIC","Formal","1000015","SCENIC LOOKOUT","Twelve Apostles","GREAT OCEAN ROAD",,"PRINCETOWN","EASTBOUND","N",,"Y","Y","N",,"Y","Y","N","N","Y",,,,"12 Designated Bus Spaces",-38.661335000000001,143.105423,2022-07-08 03:42:50.9870000,POINT (143.105423 -38.661335)
4976,"VIC","Formal","1000016","TRUCK PARKING BAY","Peterborough Truck Parking","GREAT OCEAN ROAD",,"PETERBOROUGH","WESTBOUND","Y",,"N","N","N",,"N","N","N","N","N",,,,"No Comments",-38.607208,142.891525,2022-07-08 03:42:50.9870000,POINT (142.891525 -38.607208)
4977,"VIC","Formal","1000017","SCENIC LOOKOUT","Nirranda","GREAT OCEAN ROAD",,"PETERBOROUGH","WESTBOUND","N",,"N","N","N",,"N","N","N","N","N",,,,"No Comments",-38.584713000000001,142.82762099999999,2022-07-08 03:42:50.9870000,POINT (142.827621 -38.584713)
4978,"VIC","Formal","1000018","TRUCK PARKING BAY","Tower Hill Truck Parking","PRINCES HIGHWAY WEST",,"ILLOWA","EASTBOUND","Y",,"N","N","N",,"N","N","N","N","N",,,,"No Comments",-38.328029999999998,142.370361,2022-07-08 03:42:50.9870000,POINT (142.370361 -38.32803)
